x,m1,m2,m3,y,c
0,-0.981161914694136,1.4608821540915296,-0.4522094651782229,2.210598164722042,-0.059032826495944934
0,0.3245707553785327,-1.1221110637887979,1.042240270973536,2.6909244157089094,0.001733333951215543
1,1.6932727135282344,-0.7686430435582157,0.6316207183798875,5.414820928563297,0.013820323450886247
0,1.6218906933544095,0.24085436580708836,-0.9609645211582957,1.8316637078341387,0.04726874582545141
0,1.1380678856857251,1.106397937025381,1.517134717021923,5.4453195810865855,0.08983031341511494
0,1.5707471119559722,0.008120355811941277,0.9288702265902073,1.702972260432537,0.10972307140719265
1,-0.4628073163884963,1.5088034034246345,2.9099371936217087,3.6669132911832305,0.02787035217999513
0,1.5712214507765305,-0.2340369437107364,0.14602496732232612,2.079844250369665,0.09569158178902526
0,0.982644966801539,1.384181051356685,-1.3666407659284905,3.370926513774113,-0.09480570376536147
1,-1.3070612433593576,1.425166497427152,2.2631882345849466,5.391855817949027,0.08399323253535651
0,-0.4576443732782234,0.22273944666891937,0.8299710147321139,2.195854007605444,0.001667612222603922
1,-0.11731550253214926,-0.8405318131916535,1.112395043827413,2.9623454551198174,-0.1153017826467193
1,0.6898546382397374,0.2563108736590796,0.7917082113203172,3.0727915791493903,-0.07835031181587211
0,-0.29419165603990827,1.2185004243631414,0.1584210461622922,1.904253991430106,0.001908110311753249
1,1.233598261143014,0.3906070336839998,0.4444712428597753,5.277579721638519,-0.0838408125631686
0,0.6805393135287571,-0.3807242839481883,-0.6778722730013292,2.461197355306695,-0.08211121378905577
0,-0.10721434696214059,-1.1980234528422438,0.5985712041021042,0.549704698472193,0.13460324909714252
1,-0.07994732750501839,0.35824063727127176,0.4185717837931525,4.480846457266763,0.23566513191628982
1,0.33469477370835604,-0.7313594841941379,0.6580854984063251,2.0730117997801587,-0.04860429990810342
1,-1.553575251461177,-0.3375905183440124,-0.1117453960314951,1.4906003315953498,0.08820037341128846
0,-0.3626339089276274,-0.23337948538462466,-0.8063439047854537,0.18043605954333058,-0.007232148334937895
0,0.2029110408430353,0.5959095937962354,0.7471127653074165,3.937576643022618,-0.13855809123827728
1,1.0875938817758508,0.8498645295116776,1.9470016578505775,3.8335896275031915,0.06322684199278727
1,1.0367762878551077,1.6903506548731624,-0.8474066430604607,3.6309603991225825,-0.0315460242443275
0,1.3178876978139544,-0.5635213594873003,1.6973099505955924,3.238458581586275,-0.2417822260683114
0,-0.7155478716398148,0.9679861169653523,0.30191467888280354,2.977233594723227,0.14137465446423467
1,-0.6328281877562811,0.06871538983450971,-2.400462743915525,1.0506283496235684,-0.029144118728281394
0,-0.5635279651038305,-0.7576614237054308,-0.4777943281311397,0.7005364325012335,0.09760941595336016
1,0.0948570884758746,1.1114783509656958,-0.20660319985993825,4.132024241580676,0.15515400142124677
0,0.44362334904651896,-0.06284946446841574,1.775837515522034,3.3069002218709778,0.05158347020059731
0,-1.7718477782432187,-0.15234224321349718,0.10112177361571045,1.2566623578070575,-0.026036129668486938
1,0.5921612418367331,2.680363646608421,-1.4073919748115666,3.208177787008344,-0.17172720771151928
